id_cliente,edad,ingreso_mensual,nivel_educativo,ciudad,fecha_vinculacion,saldo_actual,cuotas_pagadas,cuotas_totales,estado_cuenta,score_externo
CLI-101750,0,0,Tecnólogo,"Manizales, Caldas",2021-03-08,3050188,40,48,Al día,624
CLI-101751,65,4967415,Universitario,SMR,2022-03-22,1650072,8,12,Al día,529
CLI-101752,64,7308215,Universitario,Medellín,2015-11-27,0,24,24,Cancelado,472
CLI-101753,31,0,Primaria,BUCARAMANGA,2017-11-10,3042818,3,18,Al día,375
CLI-101754,54,3161588,Tecnólogo,"Cali, Colombia",2016-08-08,29925545,3,48,Moroso,
CLI-101755,77,1348269,Secundaria,Santa Marta,2019-04-25,3349973,22,48,Al día,720
CLI-101756,21,0,Secundaria,Sta Marta,2023-02-16,480417,8,12,Al día,799
CLI-101757,29,900000,Secundaria,CÚCUTA,2024-11-16,10743612,7,36,Moroso,313
CLI-101758,21,3107345,Técnico,Barranquilla,2022-07-12,3403230,7,24,Al día,635
CLI-101759,65,0,Universitario,MANIZALES,2016-12-23,1295103,2,12,Al día,313
CLI-101760,30,3030310,Técnico,CARTAGENA,2019-12-28,2444855,11,18,Al día,642
CLI-101761,62,900000,Secundaria,Cartagena de Indias,2018-11-14,974427,19,24,Al día,517
CLI-101762,60,1209072,Primaria,barranquilla,2021-03-04,9902086,31,24,Moroso,
CLI-101763,2,900000,Secundaria,bogota,2023-05-28,3014554,25,36,Al día,775
CLI-101764,57,0,Técnico,cartagena,2019-09-16,12300809,14,48,Moroso,797
CLI-101765,38,0,Primaria,"Manizales, Caldas",2023-01-26,9370686,13,48,Al día,495
CLI-101766,32,0,Secundaria,B/manga,2023-03-27,2413852,6,12,Al día,357
CLI-101767,67,5119650,Universitario,"Medellín, Colombia",2020-04-30,0,24,24,Cancelado,565
CLI-101768,0,0,Técnico,Barranqilla,2017-12-17,3976535,0,6,Moroso,492
CLI-101769,26,4677643,Universitario,Bogota,2020-08-04,0,48,48,Cancelado,841
CLI-101770,65,1568376,Técnico,BARRANQUILLA,2017-03-13,560304,10,12,Al día,830
CLI-101771,39,0,Universitario,Manizales,2016-05-09,1347768,1,6,Al día,323
CLI-101772,65,0,Secundaria,IBAGUÉ,2024-01-31,692853,1,6,Al día,395
CLI-101773,50,0,Tecnólogo,ibague,2022-10-14,715307,10,12,Al día,632
CLI-101774,47,2251909,Técnico,Cali,2017-08-21,5271404,4,18,Al día,323
CLI-101775,21,1267460,Universitario,Santiago de Cali,2018-01-02,1193753,3,6,Al día,696
CLI-101776,73,2070065,Universitario,MZL,2018-10-03,10240992,15,48,Al día,640
CLI-101777,76,0,Tecnólogo,BOGOTÁ,2015-01-16,5265694,8,24,Moroso,401
CLI-101778,30,7433745,Posgrado,cartagena,2023-04-20,464434,9,12,Al día,347
CLI-101779,70,6496999,Posgrado,Cúcuta,2023-07-05,196671,5,6,Al día,515
CLI-101780,25,0,Primaria,CAL,2024-07-26,11468226,3,24,Moroso,401
CLI-101781,2,0,Universitario,CARTAGENA,2018-06-05,12214432,8,36,Al día,752
CLI-101782,26,0,Técnico,Cúcuta,2015-11-10,3277732,25,36,Al día,382
CLI-101783,39,0,Secundaria,Med.,2019-05-16,3024366,32,48,Al día,399
CLI-101784,36,3395765,Técnico,PEREIRA,2015-03-31,3802873,5,24,Al día,
CLI-101785,40,8054509,Posgrado,villavicencio,2021-07-04,0,24,24,Cancelado,577
CLI-101786,68,0,Universitario,santa marta,2021-03-02,8885847,6,24,Moroso,
CLI-101787,60,3347664,Tecnólogo,Cartagena de Indias,2024-08-13,5190371,7,48,Al día,559
CLI-101788,65,0,Secundaria,"Barranquilla, Atlántico",2018-11-08,3502354,28,36,Al día,789
CLI-101789,54,16351428,Posgrado,barranquilla,2018-07-23,1277019,6,18,Al día,614
CLI-101790,35,0,Universitario,Bta,2019-05-09,1431411,9,18,Al día,839
CLI-101791,75,0,Tecnólogo,"Manizales, Caldas",2019-05-01,3228734,2,12,Moroso,302
CLI-101792,67,0,Universitario,CARTAGENA,2022-01-14,723062,0,6,Al día,611
CLI-101793,30,0,Posgrado,bogota,2023-12-25,2118166,1,6,Moroso,
CLI-101794,38,3013574,Técnico,Barranqilla,2023-07-09,743566,17,12,Al día,507
CLI-101795,63,7432322,Universitario,cucuta,2020-09-28,1221542,3,6,Al día,544
CLI-101796,71,3652718,Técnico,"Ibagué, Tolima",2020-02-02,2364665,6,12,Al día,357
CLI-101797,64,2113799,Secundaria,IBAGUÉ,2024-10-22,4538713,15,48,Al día,580
CLI-101798,42,1428891,Universitario,Med.,2024-08-05,0,6,6,Cancelado,743
CLI-101799,71,0,Tecnólogo,"Medellín, Colombia",2015-01-17,651910,8,12,Al día,607
CLI-101800,66,0,Secundaria,cucuta,2024-08-28,6958507,10,36,Al día,752
CLI-101801,30,0,Secundaria,bucaramanga,2017-09-17,4223787,8,18,Al día,522
CLI-101802,52,0,Primaria,SANTA MARTA,2025-03-03,1834838,4,12,Moroso,
CLI-101803,37,0,Primaria,B/quilla,2021-04-24,7079432,26,48,Al día,588
CLI-101804,39,2643179,Secundaria,santa marta,2018-07-22,2035546,31,36,Al día,849
CLI-101805,22,2374611,Secundaria,BOGOTÁ,2019-04-24,747935,10,12,Al día,753
CLI-101806,62,0,Técnico,Villavicencio,2019-10-04,1816488,12,24,Al día,553
CLI-101807,3,2224186,Secundaria,"Manizales, Caldas",2015-06-21,803962,11,18,Al día,574
CLI-101808,21,7108274,Universitario,CÚCUTA,2021-09-22,8377388,15,36,Al día,
CLI-101809,47,2508202,Técnico,Bogotá D.C.,2022-06-24,0,12,12,Cancelado,832
CLI-101810,22,5124711,Tecnólogo,CAL,2015-11-09,2830804,27,48,Al día,314
CLI-101811,38,6146134,Universitario,bucaramanga,2019-03-14,7362181,19,48,Al día,811
CLI-101812,47,1826782,Secundaria,pereira,2024-04-01,5679849,26,48,Al día,616
CLI-101813,25,1645097,Secundaria,B/quilla,2018-03-24,433843,4,6,Al día,783
CLI-101814,68,0,Secundaria,Cartagena de Indias,2015-03-12,706082,10,18,Al día,740
CLI-101815,41,5563459,Posgrado,"Cali, Valle",2017-01-05,0,6,6,Cancelado,826
CLI-101816,62,4526409,Universitario,"Barranquilla, Atlántico",2016-05-10,2070659,6,12,Al día,367
CLI-101817,55,2828897,Universitario,"Cartagena, Bolívar",2022-08-18,143345,5,6,Al día,575
CLI-101818,49,3803095,Tecnólogo,SMR,2022-07-30,1696448,18,24,Al día,350
CLI-101819,55,2880789,Tecnólogo,Bta,2021-04-06,2770666,9,18,Al día,450
CLI-101820,32,6349973,Universitario,cartagena,2017-03-16,0,18,18,Cancelado,838
CLI-101821,66,6388634,Posgrado,cali,2024-11-04,3511814,25,36,Al día,475
CLI-101822,34,900000,Técnico,Medellin,2019-12-03,0,24,24,Cancelado,696
CLI-101823,41,4850545,Universitario,"Cartagena, Bolívar",2017-03-21,0,36,36,Cancelado,697
CLI-101824,68,1972181,Técnico,"Bucaramanga, Santander",2020-02-01,2876381,5,12,Al día,724
CLI-101825,78,0,Secundaria,cali,2023-07-06,12654437,3,36,Moroso,
CLI-101826,1,0,Tecnólogo,"Cali, Valle",2023-05-29,521308,6,12,Al día,410
CLI-101827,47,3394238,Técnico,"Ibagué, Tolima",2017-04-10,0,18,18,Cancelado,821
CLI-101828,30,0,Universitario,"Bogotá, Colombia",2017-07-22,1152848,41,48,Al día,604
CLI-101829,69,0,Universitario,Bogotá,2023-12-25,7752055,6,24,Moroso,324
CLI-101830,30,6730170,Universitario,MZL,2024-12-21,0,18,18,Cancelado,622
CLI-101831,68,3048367,Técnico,Ibagué,2022-11-25,0,36,36,Cancelado,824
CLI-101832,79,2042139,Primaria,Medellin,2021-09-20,0,18,18,Cancelado,803
CLI-101833,28,0,Secundaria,"Pereira, Risaralda",2022-11-20,1433667,2,6,Al día,751
CLI-101834,23,2210060,Secundaria,BAQ,2017-09-07,4360941,6,24,Al día,741
CLI-101835,78,3734806,Universitario,BUCARAMANGA,2022-10-17,1570650,14,18,Al día,623
CLI-101836,70,3492763,Técnico,Villavicencio,2025-05-06,2654909,6,12,Al día,691
CLI-101837,56,1893404,Secundaria,medellin,2024-07-26,7019859,30,48,Al día,406
CLI-101838,39,0,Universitario,cali,2018-02-22,1643820,5,12,Al día,381
CLI-101839,30,1999562,Secundaria,Ibagué,2023-03-10,3962434,24,36,Al día,593
CLI-101840,18,2363710,Secundaria,MZL,2019-03-06,2949038,4,18,Al día,428
CLI-101841,63,2256477,Secundaria,Ibague,2025-03-28,651559,21,24,Al día,415
CLI-101842,79,0,Tecnólogo,Ibagué,2017-06-14,1573062,7,12,Al día,446
CLI-101843,22,2400966,Secundaria,"Bogotá, Colombia",2017-11-12,2822589,9,24,Al día,403
CLI-101844,67,0,Secundaria,IBAGUÉ,2017-05-25,5222897,5,24,Al día,606
CLI-101845,73,2378663,Universitario,B/manga,2021-01-14,0,18,18,Cancelado,816
CLI-101846,34,2919608,Secundaria,BARRANQUILLA,2017-05-07,2589946,22,36,Al día,673
CLI-101847,75,6668162,Posgrado,Villavicencio,2018-05-01,0,48,48,Cancelado,675
CLI-101848,39,9824212,Posgrado,Cali,2021-07-22,0,12,12,Cancelado,700
CLI-101849,49,3643657,Técnico,barranquilla,2020-02-27,14640585,6,48,Moroso,
CLI-101850,75,1131156,Técnico,CTG,2016-06-15,16826570,10,36,Moroso,
CLI-101851,2,0,Tecnólogo,Bogotá,2019-09-30,947504,3,6,Al día,412
CLI-101852,31,1858739,Primaria,MZL,2016-07-17,575105,11,18,Al día,541
CLI-101853,48,1165861,Secundaria,"Ibagué, Tolima",2019-02-10,0,6,6,Cancelado,804
CLI-101854,43,2761002,Tecnólogo,"Bogotá, Colombia",2015-09-15,7321225,0,24,Moroso,313
CLI-101855,39,11720149,Posgrado,pereira,2019-04-02,0,18,18,Cancelado,733
CLI-101856,65,4334898,Universitario,Cucuta,2015-11-15,0,36,36,Cancelado,785
CLI-101857,58,0,Posgrado,medellín,2024-03-29,466931,2,6,Al día,637
CLI-101858,19,0,Secundaria,Medellin,2019-12-06,4173438,4,12,Moroso,
CLI-101859,45,0,Universitario,SMR,2015-03-12,2652825,5,24,Al día,309
CLI-101860,74,5324397,Tecnólogo,medellín,2019-07-29,0,12,12,Cancelado,795
CLI-101861,51,1249389,Técnico,medellín,2023-06-26,11313976,5,36,Moroso,335
CLI-101862,72,1480787,Secundaria,Santa Marta,2020-02-09,0,18,18,Cancelado,797
CLI-101863,22,3988874,Tecnólogo,Cali,2020-09-21,1857816,9,18,Al día,806
CLI-101864,18,0,Técnico,santa marta,2015-08-15,3604899,29,48,Al día,708
CLI-101865,36,1280886,Primaria,Villavo,2021-09-19,5945978,8,24,Al día,700
CLI-101866,19,2156198,Tecnólogo,VILLAVICENCIO,2024-02-18,0,36,36,Cancelado,841
CLI-101867,30,5510905,Universitario,MZL,2017-04-08,2104842,1,6,Al día,391
CLI-101868,28,1352767,Secundaria,"Pereira, Risaralda",2021-10-14,1288706,2,6,Moroso,490
CLI-101869,70,7262866,Posgrado,pereira,2015-07-27,6696749,7,24,Al día,524
CLI-101870,61,6441724,Universitario,"Santa Marta, Magdalena",2020-01-03,0,6,6,Cancelado,723
CLI-101871,38,6434872,Posgrado,Ibague,2021-12-16,1668001,2,6,Al día,
CLI-101872,28,2619442,Universitario,Cali,2018-07-24,9954231,7,48,Al día,692
CLI-101873,44,0,Posgrado,SANTA MARTA,2022-03-16,678957,20,24,Al día,311
CLI-101874,73,0,Técnico,Ibagué,2023-05-17,20993372,1,36,Moroso,590
CLI-101875,39,4546708,Técnico,cucuta,2018-07-31,0,36,36,Cancelado,733
CLI-101876,28,2940015,Secundaria,"Pereira, Risaralda",2015-05-22,0,36,36,Cancelado,803
CLI-101877,3,2854696,Técnico,Cartagena de Indias,2022-07-05,1357620,16,24,Al día,730
CLI-101878,31,1718865,Secundaria,CARTAGENA,2022-08-31,2016041,19,36,Al día,746
CLI-101879,55,1767765,Tecnólogo,BAQ,2017-10-29,295188,21,24,Al día,721
CLI-101880,53,2794824,Secundaria,BGA,2024-12-27,0,12,12,Cancelado,809
CLI-101881,39,0,Técnico,Bogotá D.C.,2024-06-09,7626071,30,48,Al día,715
CLI-101882,35,2997050,Universitario,Barranquilla,2025-01-11,841970,29,36,Al día,365
CLI-101883,59,2999012,Tecnólogo,Cartagena,2019-10-23,0,24,24,Cancelado,355
CLI-101884,31,0,Secundaria,Med.,2022-05-27,4662432,36,48,Al día,801
CLI-101885,55,2063953,Secundaria,B/manga,2015-08-11,5765022,14,36,Al día,719
CLI-101886,31,6108067,Posgrado,cali,2019-07-03,0,48,48,Cancelado,677
CLI-101887,69,0,Posgrado,Med.,2022-02-20,6719749,31,48,Al día,511
CLI-101888,20,0,Técnico,Med.,2017-03-09,266840,3,6,Al día,689
CLI-101889,51,0,Secundaria,"Bogotá, Colombia",2024-09-01,2344861,22,48,Al día,601
CLI-101890,28,0,Universitario,Villavo,2018-11-24,4913284,9,24,Al día,546
CLI-101891,20,900000,Técnico,Medellin,2017-07-23,3338324,10,24,Al día,498
CLI-101892,54,6142238,Universitario,"Pereira, Risaralda",2019-06-29,0,18,18,Cancelado,479
CLI-101893,48,1838393,Secundaria,"Ibagué, Tolima",2021-12-15,0,36,36,Cancelado,772
CLI-101894,39,6737757,Posgrado,"Pereira, Risaralda",2017-12-06,2440145,4,18,Al día,644
CLI-101895,62,0,Universitario,Barranquilla,2021-09-13,5497070,4,18,Al día,403
CLI-101896,2,7302311,Universitario,medellín,2021-01-14,2458428,26,18,Al día,376
CLI-101897,71,1683710,Secundaria,Cucuta,2022-08-31,1344427,24,36,Al día,635
CLI-101898,3,5353270,Universitario,BAQ,2017-01-26,607595,9,12,Al día,335
CLI-101899,27,0,Universitario,medellin,2023-12-28,4319178,3,18,Moroso,315
CLI-101900,31,6903273,Universitario,santa marta,2019-08-29,0,36,36,Cancelado,707
CLI-101901,31,7940408,Posgrado,PEREIRA,2025-05-09,0,12,12,Cancelado,759
CLI-101902,46,2722372,Secundaria,pereira,2021-11-16,2176557,12,18,Al día,344
CLI-101903,45,0,Universitario,Villavo,2022-05-26,2149452,9,24,Al día,617
CLI-101904,41,5744366,Universitario,"Manizales, Caldas",2016-09-28,411548,2,6,Al día,499
CLI-101905,26,0,Tecnólogo,"Pereira, Risaralda",2019-08-07,504521,7,12,Al día,642
CLI-101906,75,0,Universitario,Cartagena,2019-01-28,485103,4,6,Al día,485
CLI-101907,46,1593566,Secundaria,santa marta,2023-01-12,0,12,12,Cancelado,745
CLI-101908,2,0,Tecnólogo,Medellin,2017-06-30,3531853,14,24,Al día,428
CLI-101909,55,1443770,Primaria,"Barranquilla, Atlántico",2017-05-28,1048419,13,18,Al día,736
CLI-101910,78,3564446,Universitario,BARRANQUILLA,2017-05-08,3033381,3,18,Al día,596
CLI-101911,60,3250065,Universitario,Manizales,2015-04-20,1815568,18,24,Al día,301
CLI-101912,1,1243275,Primaria,Med.,2022-01-20,1213298,1,6,Al día,
CLI-101913,68,3154657,Técnico,"Santa Marta, Magdalena",2015-12-19,0,36,36,Cancelado,768
CLI-101914,62,0,Tecnólogo,CAL,2024-04-07,9309357,4,18,Moroso,345
CLI-101915,22,4371378,Universitario,Sta Marta,2021-10-20,4335761,7,18,Al día,715
CLI-101916,48,0,Secundaria,villavicencio,2022-06-27,1374259,2,12,Al día,682
CLI-101917,29,2942309,Secundaria,"Santa Marta, Magdalena",2015-11-06,0,18,18,Cancelado,794
CLI-101918,1,0,Primaria,Bucaramanga,2021-06-30,4853118,6,24,Al día,772
CLI-101919,31,1876757,Secundaria,CARTAGENA,2016-09-23,12011770,5,24,Moroso,423
CLI-101920,49,9501855,Posgrado,Villavo,2016-04-26,0,18,18,Cancelado,556
CLI-101921,43,3901102,Universitario,Bogotá D.C.,2020-07-29,1188943,10,24,Al día,423
CLI-101922,34,3561496,Tecnólogo,"Barranquilla, Atlántico",2024-02-05,1383415,29,36,Al día,708
CLI-101923,26,1643758,Secundaria,"Barranquilla, Atlántico",2022-06-13,7636292,9,36,Moroso,
CLI-101924,30,902879,Tecnólogo,SMR,2024-07-24,11644260,13,36,Moroso,544
CLI-101925,40,4769273,Tecnólogo,San José de Cúcuta,2021-12-21,498148,10,12,Al día,753
CLI-101926,76,0,Primaria,villavicencio,2022-12-31,2278509,30,48,Al día,633
CLI-101927,37,3196834,Secundaria,Cúcuta,2021-10-13,2541289,29,36,Al día,532
CLI-101928,2,6388540,Universitario,PEI,2020-03-01,530037,2,6,Al día,790
CLI-101929,65,3997034,Tecnólogo,BOGOTÁ,2024-10-13,810250,8,12,Al día,477
CLI-101930,66,0,Primaria,cartagena,2017-12-23,2921206,5,36,Al día,660
CLI-101931,74,0,Secundaria,"Cartagena, Bolívar",2017-08-02,5908532,3,18,Al día,707
CLI-101932,27,3385924,Tecnólogo,"Pereira, Risaralda",2024-10-02,529020,12,18,Al día,707
CLI-101933,65,0,Técnico,BARRANQUILLA,2022-10-26,6963223,28,48,Al día,484
CLI-101934,32,3842537,Tecnólogo,"Ibagué, Tolima",2020-01-14,1333699,44,36,Al día,761
CLI-101935,60,0,Universitario,"Pereira, Risaralda",2016-09-11,1194444,13,18,Al día,330
CLI-101936,56,5670237,Universitario,Cartagena,2020-09-30,0,48,48,Cancelado,710
CLI-101937,46,2742832,Técnico,CTG,2024-06-21,3346565,8,18,Al día,412
CLI-101938,38,3917806,Técnico,bogota,2021-05-23,5618800,3,12,Moroso,
CLI-101939,37,1320247,Secundaria,San José de Cúcuta,2016-10-12,4981449,20,36,Al día,605
CLI-101940,69,0,Secundaria,"Medellín, Colombia",2019-01-18,3640038,1,12,Moroso,
CLI-101941,40,0,Tecnólogo,barranquilla,2023-10-08,2678352,5,12,Al día,639
CLI-101942,53,978526,Primaria,Ibagué,2016-07-19,7752068,5,24,Al día,798
CLI-101943,41,5540016,Universitario,VILLAVICENCIO,2017-01-19,0,24,24,Cancelado,694
CLI-101944,37,0,Técnico,Villavicencio,2022-02-04,5926352,15,48,Al día,308
CLI-101945,27,0,Tecnólogo,Cúcuta,2015-05-29,3082991,11,18,Al día,483
CLI-101946,40,3441653,Tecnólogo,Cucuta,2018-10-13,7490698,28,48,Al día,731
CLI-101947,51,8349072,Universitario,ibague,2024-11-25,1268304,1,6,Al día,363
CLI-101948,75,2894035,Técnico,MZL,2018-04-02,1861804,11,24,Al día,304
CLI-101949,60,0,Secundaria,BGA,2020-09-29,511224,4,6,Al día,514
CLI-101950,2,1776089,Tecnólogo,BUCARAMANGA,2021-04-11,4903745,12,24,Al día,789
CLI-101951,38,0,Universitario,PEI,2015-10-05,11238968,5,36,Moroso,535
CLI-101952,24,2187215,Secundaria,Villavo,2021-10-31,2433244,4,12,Al día,306
CLI-101953,25,2718828,Secundaria,MZL,2024-01-24,5511171,5,18,Al día,642
CLI-101954,63,0,Secundaria,Cúcuta,2020-10-12,969686,2,6,Al día,834
CLI-101955,67,2302072,Secundaria,"Pereira, Risaralda",2016-12-05,14111534,15,48,Al día,461
CLI-101956,64,3680302,Tecnólogo,BGA,2023-06-12,715954,4,6,Al día,575
CLI-101957,35,7120382,Universitario,BGA,2024-09-23,2978157,25,36,Al día,352
CLI-101958,59,3212657,Universitario,santa marta,2019-06-17,718230,7,12,Al día,813
CLI-101959,38,2948287,Secundaria,BGA,2024-09-04,0,24,24,Cancelado,808
CLI-101960,58,0,Técnico,Med.,2021-03-23,314522,21,24,Al día,659
CLI-101961,24,8466387,Universitario,cucuta,2022-04-26,1499472,13,18,Al día,625
CLI-101962,46,0,Secundaria,Villavo,2022-12-10,2931712,17,24,Al día,329
CLI-101963,18,1250599,Secundaria,Santiago de Cali,2018-11-26,12254548,7,36,Al día,613
CLI-101964,42,3007383,Técnico,Cucuta,2022-10-23,21832622,8,48,Moroso,
CLI-101965,29,0,Universitario,cucuta,2022-03-22,8062225,26,48,Al día,419
CLI-101966,76,1989915,Universitario,Villavicencio,2023-02-24,0,24,24,Cancelado,656
CLI-101967,49,1003986,Secundaria,Pereira,2017-03-08,672329,9,12,Al día,568
CLI-101968,27,2316202,Universitario,Villavicencio,2021-11-03,2753845,17,24,Al día,783
CLI-101969,26,0,Universitario,barranquilla,2022-01-28,1343804,21,36,Al día,521
CLI-101970,45,972051,Tecnólogo,ibague,2025-04-17,11007112,15,48,Al día,373
CLI-101971,31,6691082,Universitario,cartagena,2024-09-11,0,6,6,Cancelado,704
CLI-101972,1,1892509,Secundaria,"Villavicencio, Meta",2018-05-11,3487483,16,24,Al día,561
CLI-101973,67,9396080,Universitario,Bta,2016-03-26,2419363,3,18,Al día,
CLI-101974,49,6563709,Universitario,Pereira,2015-08-28,0,12,12,Cancelado,565
CLI-101975,49,1110896,Secundaria,Bogota,2024-08-12,4060858,6,18,Al día,640
CLI-101976,35,2199867,Técnico,Cucuta,2022-12-25,879932,12,6,Al día,683
CLI-101977,64,2483756,Secundaria,Pereira,2017-06-02,0,24,24,Cancelado,795
CLI-101978,34,4349335,Universitario,Cartagena,2022-06-16,0,18,18,Cancelado,640
CLI-101979,31,990349,Secundaria,Bogota,2022-06-19,1843035,11,18,Al día,730
CLI-101980,46,0,Universitario,Villavicencio,2019-08-16,2904230,14,36,Al día,449
CLI-101981,69,7242911,Universitario,IBAGUÉ,2021-07-29,0,18,18,Cancelado,602
CLI-101982,44,900000,Primaria,"Santa Marta, Magdalena",2017-05-23,5230584,33,48,Al día,545
CLI-101983,42,2995680,Universitario,"Manizales, Caldas",2017-09-26,0,6,6,Cancelado,720
CLI-101984,33,0,Técnico,Bta,2021-02-02,15407688,13,48,Al día,347
CLI-101985,2,5331923,Universitario,villavicencio,2019-06-01,5601706,6,36,Al día,391
CLI-101986,32,1209535,Primaria,villavicencio,2017-05-06,2466281,30,36,Al día,423
CLI-101987,63,4453461,Universitario,Cartagena,2021-04-24,0,18,18,Cancelado,724
CLI-101988,22,0,Universitario,"Bogotá, Colombia",2015-09-03,9099281,25,48,Al día,317
CLI-101989,70,0,Secundaria,CTG,2022-07-03,1239537,4,12,Al día,
CLI-101990,49,2476176,Universitario,"Ibagué, Tolima",2016-06-05,4192016,5,18,Al día,320
CLI-101991,54,1702571,Secundaria,CÚCUTA,2020-08-20,0,18,18,Cancelado,800
CLI-101992,33,0,Técnico,San José de Cúcuta,2021-03-04,5826536,34,48,Al día,458
CLI-101993,19,0,Tecnólogo,MANIZALES,2020-08-14,9035549,6,36,Al día,827
CLI-101994,58,8572230,Posgrado,Med.,2019-11-12,0,12,12,Cancelado,639
CLI-101995,55,5552859,Posgrado,Cúcuta,2018-03-08,0,18,18,Cancelado,759
CLI-101996,21,5876838,Universitario,BUCARAMANGA,2020-09-29,1199134,31,36,Al día,528
CLI-101997,42,0,Universitario,Santa Marta,2020-02-18,6523527,15,36,Al día,389
CLI-101998,58,4588877,Tecnólogo,SMR,2018-06-11,4610440,29,48,Al día,404
CLI-101999,77,1915142,Técnico,VILLAVICENCIO,2025-03-29,2176235,7,12,Al día,729
CLI-102000,37,0,Secundaria,BOGOTÁ,2025-03-16,1385367,12,24,Al día,791
CLI-102001,22,3059211,Tecnólogo,BOG,2022-07-04,1329265,0,6,Moroso,333
CLI-102002,66,0,Tecnólogo,VILLAVICENCIO,2015-05-02,8638542,11,36,Moroso,
CLI-102003,44,12080394,Posgrado,Bogotá D.C.,2021-02-17,0,24,24,Cancelado,632
CLI-102004,63,6345294,Universitario,cartagena,2021-08-21,10274237,13,48,Al día,650
CLI-102005,28,900000,Universitario,Cúcuta,2024-02-14,6164474,2,12,Moroso,
CLI-102006,37,3514753,Universitario,BGA,2020-05-26,373519,3,6,Al día,476
CLI-102007,76,6085126,Universitario,Manizales,2025-04-19,0,12,12,Cancelado,669
CLI-102008,61,3101039,Tecnólogo,BGA,2015-06-18,0,48,48,Cancelado,820
CLI-102009,56,900000,Tecnólogo,cartagena,2020-09-07,29237893,1,48,Moroso,474
CLI-102010,27,2526787,Secundaria,SANTA MARTA,2015-07-17,0,36,36,Cancelado,446
CLI-102011,75,5714098,Universitario,Santa Marta,2018-03-17,1713894,2,6,Al día,394
CLI-102012,74,0,Universitario,Ibagué,2015-04-18,1151949,24,36,Al día,448
CLI-102013,48,3912128,Tecnólogo,San José de Cúcuta,2023-07-05,885918,5,12,Al día,543
CLI-102014,25,0,Técnico,"Pereira, Risaralda",2022-01-27,1899806,2,6,Moroso,
CLI-102015,50,0,Secundaria,Cartagena,2022-08-15,969594,1,6,Al día,695
CLI-102016,73,2075729,Tecnólogo,"Bogotá, Colombia",2016-11-22,196710,4,6,Al día,
CLI-102017,35,3308181,Tecnólogo,IBAGUÉ,2015-04-30,0,48,48,Cancelado,
CLI-102018,38,2799230,Técnico,Cartagena,2018-02-20,0,12,12,Cancelado,806
CLI-102019,20,2015485,Tecnólogo,cucuta,2022-04-26,4568546,24,36,Al día,693
CLI-102020,51,4565595,Universitario,Villavo,2018-08-09,23282156,3,48,Moroso,
CLI-102021,50,2594153,Tecnólogo,Medellin,2019-04-19,0,12,12,Cancelado,700
CLI-102022,67,6617650,Universitario,SMR,2025-05-14,5722314,5,18,Al día,339
CLI-102023,62,2614903,Técnico,Barranqilla,2016-03-18,0,24,24,Cancelado,795
CLI-102024,42,2676993,Secundaria,ibague,2024-09-08,4609141,21,36,Al día,463
CLI-102025,48,6790459,Posgrado,cucuta,2020-01-28,0,6,6,Cancelado,570
CLI-102026,18,943303,Tecnólogo,"Santa Marta, Magdalena",2015-02-18,2980811,6,24,Al día,766
CLI-102027,24,3210706,Técnico,Cucuta,2021-11-09,2722821,0,6,Moroso,529
CLI-102028,58,2970100,Técnico,"Pereira, Risaralda",2018-06-28,1770562,2,6,Al día,331
CLI-102029,56,3963644,Tecnólogo,BUCARAMANGA,2025-02-26,0,6,6,Cancelado,810
CLI-102030,75,2601638,Técnico,Cali,2016-06-17,0,12,12,Cancelado,777
CLI-102031,3,0,Secundaria,Bogotá D.C.,2020-08-10,1310716,3,6,Al día,304
CLI-102032,35,0,Secundaria,ibague,2018-10-06,896338,31,36,Al día,654
CLI-102033,69,5417420,Tecnólogo,"Pereira, Risaralda",2024-02-06,0,18,18,Cancelado,773
CLI-102034,50,0,Posgrado,Santiago de Cali,2015-09-10,1551362,1,6,Al día,
CLI-102035,75,1857346,Secundaria,B/manga,2021-07-05,0,12,12,Cancelado,712
CLI-102036,35,0,Tecnólogo,bogota,2017-03-26,3122455,16,24,Al día,551
CLI-102037,62,1759357,Tecnólogo,medellín,2015-01-07,3153749,12,24,Al día,374
CLI-102038,39,0,Tecnólogo,BOG,2021-02-09,3574942,35,48,Al día,718
CLI-102039,48,2332751,Secundaria,"Manizales, Caldas",2019-05-09,7461892,21,48,Al día,347
CLI-102040,61,3569071,Técnico,Villavicencio,2015-01-27,4897981,8,24,Al día,
CLI-102041,66,2322766,Técnico,cali,2022-01-10,2150900,9,24,Al día,540
CLI-102042,74,0,Posgrado,IBAGUÉ,2024-10-19,4529756,30,48,Al día,315
CLI-102043,36,3565440,Técnico,MEDELLÍN,2024-08-16,6026771,24,48,Al día,
CLI-102044,71,2419043,Secundaria,"Cartagena, Bolívar",2016-01-16,1726943,8,12,Al día,575
CLI-102045,1,0,Secundaria,"Bogotá, Colombia",2023-11-05,1304136,8,12,Al día,671
CLI-102046,39,3569481,Universitario,BARRANQUILLA,2018-01-27,0,18,18,Cancelado,782
CLI-102047,55,6237544,Universitario,"Bogotá, Colombia",2020-01-21,2014750,4,12,Al día,390
CLI-102048,39,1049751,Secundaria,"Santa Marta, Magdalena",2024-03-07,5821978,35,48,Al día,842
CLI-102049,22,0,Posgrado,MDL,2022-06-28,5622361,16,36,Al día,807
CLI-102050,23,0,Universitario,Pereira,2024-07-19,3533936,25,36,Al día,405
